age;class_worker;education;wage_per_hour;hs_college;marital_stat;major_ind_code;major_occ_code;race;hisp_origin;sex;union_member;unemp_reason;tax_filer_stat;region_prev_res;state_prev_res;det_hh_fam_stat;det_hh_summ;mig_same;num_emp;fam_under_18;country_father;country_mother;country_self;citizenship;own_or_self;weeks_worked;year;sampling_weight
52; Self-employed-not incorporated; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Business and repair services; Executive admin and managerial; White; All other; Male; Not in universe; Not in universe; Nonfiler; Not in universe; Not in universe; Householder; Householder; Yes;1; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;26;94;218403
46; Local government; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Hospital services; Professional specialty; White; All other; Male; No; Not in universe; Joint both under 65; Not in universe; Not in universe; Spouse of householder; Spouse of householder; Yes;6; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;218577
36; State government; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Professional specialty; White; All other; Male; No; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;2; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;218998
49; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Retail trade; Sales; White; All other; Male; No; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;4; Not in universe; Italy; Italy; United-States; Native- Born in the United States;0;52;94;219199
67; Self-employed-not incorporated; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Other professional services; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both 65+; Not in universe; Not in universe; Householder; Householder; Yes;1; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;48;94;219589
43; State government; Doctorate degree(PhD EdD);0; Not in universe; Separated; Education; Professional specialty; White; All other; Female; Not in universe; Not in universe; Head of household; Not in universe; Not in universe; Householder; Householder; Yes;2; Not in universe; United-States; United-States; United-States; Native- Born in the United States;2;52;94;219997
42; Self-employed-not incorporated; Doctorate degree(PhD EdD);0; Not in universe; Never married; Medical except hospital; Professional specialty; White; All other; Female; Not in universe; Not in universe; Single; Midwest; Minnesota; Nonfamily householder; Householder; No;1; Not in universe; United-States; United-States; United-States; Native- Born in the United States;2;50;94;219997
41; Self-employed-incorporated; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Medical except hospital; Professional specialty; White; Chicano; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;220157
50; State government; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; Ireland; United-States; United-States; Native- Born in the United States;0;52;94;220165
53; State government; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;5; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;50;94;221693
50; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Manufacturing-durable goods; Sales; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;223127
56; State government; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Transportation; Transportation and material moving; White; All other; Male; No; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;2; Not in universe; United-States; United-States; United-States; Native- Born in the United States;2;40;94;224451
68; Not in universe; Doctorate degree(PhD EdD);0; Not in universe; Never married; Not in universe or children; Not in universe; White; All other; Female; Not in universe; Not in universe; Nonfiler; Not in universe; Not in universe; Nonfamily householder; Householder; Yes;0; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;0;94;224563
40; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Manufacturing-durable goods; Executive admin and managerial; Asian or Pacific Islander; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;3; Not in universe; India; India; India; Foreign born- Not a citizen of U S ;0;52;94;225519
68; State government; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint one under 65 & one 65+; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;226472
38; Self-employed-not incorporated; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Other professional services; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;1; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;233325
30; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-spouse absent; Hospital services; Professional specialty; White; All other; Male; Not in universe; Not in universe; Nonfiler; Abroad; Abroad; Other Rel 18+ ever marr not in subfamily; Other relative of householder; No;0; Not in universe; ?; ?; ?; Foreign born- Not a citizen of U S ;0;0;94;234893
68; Not in universe; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Not in universe or children; Not in universe; White; All other; Male; Not in universe; Not in universe; Joint both 65+; Not in universe; Not in universe; Householder; Householder; Yes;0; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;0;94;235882
50; Not in universe; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Not in universe or children; Not in universe; White; All other; Female; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Spouse of householder; Spouse of householder; Yes;0; Not in universe; United-States; ?; United-States; Native- Born in the United States;0;0;94;239819
71; Self-employed-not incorporated; Doctorate degree(PhD EdD);0; Not in universe; Never married; Personal services except private HH; Handlers equip cleaners etc ; Black; All other; Male; Not in universe; Not in universe; Nonfiler; Not in universe; Not in universe; Other Rel 18+ never marr not in subfamily; Other relative of householder; Yes;0; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;0;94;241077
50; Private; Doctorate degree(PhD EdD);0; Not in universe; Divorced; Other professional services; Professional specialty; White; Mexican (Mexicano); Female; No; Not in universe; Single; Not in universe; Not in universe; Nonfamily householder; Householder; Yes;5; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;241359
52; State government; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Professional specialty; White; All other; Female; No; Not in universe; Joint both under 65; Not in universe; Not in universe; Spouse of householder; Spouse of householder; Yes;2; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;241682
53; State government; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Professional specialty; White; All other; Male; No; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;2; Not in universe; United-States; United-States; United-States; Native- Born in the United States;1;52;94;241682
43; State government; Doctorate degree(PhD EdD);0; Not in universe; Married-spouse absent; Education; Professional specialty; White; All other; Male; Not in universe; Not in universe; Head of household; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; United-States; United-States; United-States; Native- Born in the United States;1;52;94;242275
33; Not in universe; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Not in universe or children; Not in universe; White; All other; Female; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Spouse of householder; Spouse of householder; Yes;0; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;0;94;242285
42; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Mining; Professional specialty; White; All other; Male; No; Not in universe; Joint both under 65; Not in universe; Not in universe; Spouse of householder; Spouse of householder; Yes;2; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;243379
71; Not in universe; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Not in universe or children; Not in universe; White; All other; Male; Not in universe; Not in universe; Joint both 65+; Not in universe; Not in universe; Householder; Householder; Yes;0; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;0;94;245101
45; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Manufacturing-nondurable goods; Professional specialty; Asian or Pacific Islander; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; China; China; China; Foreign born- U S citizen by naturalization;0;52;94;245844
51; Local government; Doctorate degree(PhD EdD);0; Not in universe; Divorced; Education; Professional specialty; White; All other; Female; Yes; Not in universe; Single; Not in universe; Not in universe; Nonfamily householder; Householder; Yes;6; Not in universe; United-States; United-States; United-States; Native- Born in the United States;2;52;94;247308
40; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Professional specialty; White; All other; Female; Not in universe; Not in universe; Joint both under 65; South; Alabama; Householder; Householder; No;4; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;247381
68; Not in universe; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Not in universe or children; Not in universe; White; All other; Male; Not in universe; Not in universe; Joint one under 65 & one 65+; Not in universe; Not in universe; Householder; Householder; Yes;0; Not in universe; Poland; Poland; United-States; Native- Born in the United States;0;0;94;248015
53; Not in universe; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Not in universe or children; Not in universe; White; All other; Female; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Spouse of householder; Spouse of householder; Yes;0; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;0;94;248241
75; Self-employed-not incorporated; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Business and repair services; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both 65+; Not in universe; Not in universe; Householder; Householder; Yes;1; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;22;94;249085
77; Private; Doctorate degree(PhD EdD);0; Not in universe; Widowed; Manufacturing-durable goods; Executive admin and managerial; White; All other; Male; Not in universe; Not in universe; Single; Not in universe; Not in universe; Householder; Householder; Yes;1; Not in universe; Hungary; United-States; United-States; Native- Born in the United States;0;52;94;251055
53; Local government; Doctorate degree(PhD EdD);0; Not in universe; Divorced; Education; Professional specialty; White; All other; Female; Not in universe; Not in universe; Single; Not in universe; Not in universe; Nonfamily householder; Householder; Yes;4; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;251156
35; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Manufacturing-durable goods; Professional specialty; Asian or Pacific Islander; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; China; China; Taiwan; Foreign born- Not a citizen of U S ;0;52;94;251382
48; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;253176
44; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Medical except hospital; Professional specialty; White; All other; Female; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Spouse of householder; Spouse of householder; Yes;4; Not in universe; United-States; United-States; United-States; Native- Born in the United States;2;52;94;253274
44; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Medical except hospital; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;3; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;253274
39; Not in universe; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Not in universe or children; Not in universe; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; United-States; South Korea; South Korea; Native- Born abroad of American Parent(s);0;52;94;253765
52; State government; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;5; Not in universe; Germany; Scotland; Germany; Foreign born- U S citizen by naturalization;0;52;94;256812
37; Self-employed-not incorporated; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Retail trade; Sales; Black; All other; Male; Not in universe; Not in universe; Joint both under 65; Northeast; North Carolina; Spouse of householder; Spouse of householder; No;1; Not in universe; ?; ?; ?; Foreign born- Not a citizen of U S ;0;52;94;256884
73; Self-employed-not incorporated; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Medical except hospital; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both 65+; Not in universe; Not in universe; Householder; Householder; Yes;1; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;258807
68; Not in universe; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Not in universe or children; Not in universe; White; All other; Male; Not in universe; Not in universe; Joint one under 65 & one 65+; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;9;94;259103
58; State government; Doctorate degree(PhD EdD);0; Not in universe; Never married; Education; Executive admin and managerial; White; All other; Female; Not in universe; Not in universe; Single; Not in universe; Not in universe; Nonfamily householder; Householder; Yes;6; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;259893
47; Local government; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Professional specialty; White; All other; Female; No; Not in universe; Joint both under 65; Not in universe; Not in universe; Spouse of householder; Spouse of householder; Yes;6; Not in universe; United-States; United-States; United-States; Native- Born in the United States;2;52;94;262577
44; Local government; Doctorate degree(PhD EdD);0; Not in universe; Married-spouse absent; Education; Professional specialty; White; All other; Female; Not in universe; Not in universe; Head of household; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; United-States; Mexico; United-States; Native- Born in the United States;0;50;94;264299
32; Self-employed-not incorporated; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Medical except hospital; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;1; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;264687
55; Self-employed-incorporated; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Medical except hospital; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;1; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;264725
46; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Medical except hospital; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;3; Not in universe; United-States; Poland; United-States; Native- Born in the United States;0;52;94;268028
64; State government; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Spouse of householder; Spouse of householder; Yes;2; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;270413
49; State government; Doctorate degree(PhD EdD);0; Not in universe; Never married; Education; Executive admin and managerial; White; All other; Female; Not in universe; Not in universe; Single; Not in universe; Not in universe; Nonfamily householder; Householder; Yes;5; Not in universe; United-States; ?; United-States; Native- Born in the United States;2;52;94;273513
30; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Manufacturing-durable goods; Professional specialty; Asian or Pacific Islander; All other; Male; No; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; China; China; China; Foreign born- Not a citizen of U S ;0;52;94;275621
52; Federal government; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Public administration; Professional specialty; Asian or Pacific Islander; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; India; India; ?; Foreign born- U S citizen by naturalization;0;52;94;276493
37; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-A F spouse present; Other professional services; Professional specialty; Asian or Pacific Islander; All other; Female; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Spouse of householder; Spouse of householder; Yes;6; Not in universe; ?; ?; United-States; Native- Born in the United States;0;52;94;276493
56; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Medical except hospital; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;2; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;50;94;276554
46; Private; Doctorate degree(PhD EdD);500; Not in universe; Never married; Retail trade; Other service; White; Other Spanish; Male; No; Not in universe; Single; Not in universe; Not in universe; Child 18+ never marr Not in a subfamily; Child 18 or older; Yes;1; Not in universe; ?; ?; ?; Foreign born- Not a citizen of U S ;2;15;94;276903
38; Local government; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Executive admin and managerial; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;4; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;276954
39; Self-employed-not incorporated; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Medical except hospital; Professional specialty; Black; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Spouse of householder; Spouse of householder; Yes;1; Not in universe; ?; ?; ?; Foreign born- U S citizen by naturalization;0;52;94;278281
42; Self-employed-incorporated; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Medical except hospital; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;2; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;279069
46; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Wholesale trade; Sales; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;279423
40; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Manufacturing-durable goods; Professional specialty; Asian or Pacific Islander; All other; Male; No; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; China; China; Hong Kong; Foreign born- Not a citizen of U S ;0;52;94;279822
48; Federal government; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Public administration; Executive admin and managerial; White; Puerto Rican; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Spouse of householder; Spouse of householder; Yes;6; Not in universe; Puerto-Rico; Puerto-Rico; Puerto-Rico; Native- Born in Puerto Rico or U S Outlying;0;52;94;280725
60; State government; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;280886
29; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Other professional services; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; South; Utah; Householder; Householder; No;1; Not in universe; United-States; United-States; United-States; Native- Born in the United States;2;52;94;281034
62; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Professional specialty; White; All other; Male; No; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;283451
27; State government; Doctorate degree(PhD EdD);0; Not in universe; Married-spouse absent; Education; Technicians and related support; White; All other; Male; No; Not in universe; Single; Abroad; Abroad; Nonfamily householder; Householder; No;5; Not in universe; ?; ?; ?; Foreign born- Not a citizen of U S ;0;20;94;283517
54; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Social services; Professional specialty; White; All other; Female; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Spouse of householder; Spouse of householder; Yes;4; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;284574
71; Not in universe; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Not in universe or children; Not in universe; White; All other; Male; Not in universe; Not in universe; Joint both 65+; Not in universe; Not in universe; Householder; Householder; Yes;1; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;10;94;284809
58; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Professional specialty; White; All other; Male; No; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;4; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;285344
55; Self-employed-not incorporated; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Medical except hospital; Professional specialty; White; All other; Female; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Spouse of householder; Spouse of householder; Yes;6; Not in universe; Germany; United-States; Germany; Native- Born abroad of American Parent(s);0;52;94;285344
51; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Finance insurance and real estate; Professional specialty; White; All other; Male; No; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; Iran; Iran; Iran; Foreign born- Not a citizen of U S ;0;52;94;285686
71; Not in universe; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Not in universe or children; Not in universe; White; All other; Male; Not in universe; Not in universe; Joint both 65+; Not in universe; Not in universe; Householder; Householder; Yes;0; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;0;94;286223
32; Private; Doctorate degree(PhD EdD);0; Not in universe; Divorced; Agriculture; Professional specialty; White; All other; Male; Not in universe; Not in universe; Single; Not in universe; Not in universe; Nonfamily householder; Householder; Yes;1; Not in universe; United-States; United-States; United-States; Native- Born in the United States;2;52;94;288403
46; Self-employed-not incorporated; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Agriculture; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Spouse of householder; Spouse of householder; Yes;1; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;295513
41; State government; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; South; Texas; Householder; Householder; No;6; Not in universe; United-States; United-States; United-States; Native- Born in the United States;1;52;94;296591
77; Not in universe; Doctorate degree(PhD EdD);0; Not in universe; Widowed; Not in universe or children; Not in universe; White; All other; Male; Not in universe; Not in universe; Nonfiler; Not in universe; Not in universe; Nonfamily householder; Householder; Yes;0; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;0;94;301519
46; Private; Doctorate degree(PhD EdD);0; Not in universe; Divorced; Communications; Professional specialty; White; All other; Female; Not in universe; Not in universe; Head of household; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;305193
34; Private; Doctorate degree(PhD EdD);0; Not in universe; Never married; Manufacturing-durable goods; Professional specialty; White; All other; Male; Not in universe; Not in universe; Single; Not in universe; Not in universe; Nonfamily householder; Householder; Yes;6; Not in universe; Japan; Taiwan; Taiwan; Foreign born- U S citizen by naturalization;0;52;94;308605
54; State government; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;5; Not in universe; England; England; England; Foreign born- U S citizen by naturalization;0;52;94;312395
44; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Other professional services; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;1; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;313541
60; State government; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Public administration; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;1; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;313738
33; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Manufacturing-nondurable goods; Technicians and related support; Asian or Pacific Islander; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; Japan; Japan; Japan; Foreign born- Not a citizen of U S ;0;52;94;313924
31; Local government; Doctorate degree(PhD EdD);0; Not in universe; Never married; Hospital services; Professional specialty; White; Mexican (Mexicano); Male; Not in universe; Not in universe; Single; West; California; Secondary individual; Nonrelative of householder; No;6; Not in universe; Mexico; Mexico; Mexico; Foreign born- Not a citizen of U S ;2;52;94;313959
30; Federal government; Doctorate degree(PhD EdD);0; Not in universe; Never married; Other professional services; Executive admin and managerial; White; All other; Female; No; Not in universe; Single; South; Texas; Nonfamily householder; Householder; No;6; Not in universe; United-States; United-States; United-States; Native- Born in the United States;2;52;94;316383
51; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Manufacturing-durable goods; Professional specialty; White; All other; Male; No; Not in universe; Joint both under 65; Not in universe; Not in universe; Spouse of householder; Spouse of householder; Yes;6; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;316723
38; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Manufacturing-nondurable goods; Professional specialty; White; All other; Female; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Spouse of householder; Spouse of householder; Yes;6; Not in universe; Canada; Canada; United-States; Native- Born in the United States;0;46;94;318184
33; State government; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Technicians and related support; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;2; Not in universe; United-States; United-States; United-States; Native- Born in the United States;2;52;94;318184
47; Self-employed-not incorporated; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Transportation; Transportation and material moving; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;1; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;46;94;318859
57; Not in universe; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Not in universe or children; Not in universe; White; All other; Female; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Spouse of householder; Spouse of householder; Yes;0; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;0;94;319762
38; State government; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;5; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;323352
67; State government; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Professional specialty; Black; All other; Male; Not in universe; Not in universe; Joint one under 65 & one 65+; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; ?; ?; ?; Foreign born- Not a citizen of U S ;0;52;94;323527
45; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Manufacturing-durable goods; Professional specialty; White; All other; Male; No; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;326365
